Codigo,Titulo no Brasil,Produtor ,Pais de origem ,Ano de producao ,Distribuidor do Jogo no Brasil ,Plataforma,Genero,Classificacao pretendida, Classificacao Atribuida ,Contem ,Tipo de Analise,Tipo do Material ,Requerente,Data Portaria ,Numero Portaria ,Data DOU,Secao 1/ Pagina
84,BRINCANDO NO SOTÃO DA VOVO,THE LEARNING COMPANY,Brasil,1996,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
85,TURMA DA MÔNICA PRINT STUDIO,KIQ SOFTWARES,Brasil,1997,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
86,CHICO BENTO UM DIA NA ROÇA,SONOPRESS/MACROMEDIA/JVS,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
87,MÔNICA DENTUÇA,MACROMEDIA/JCS,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
93,RUGRATS DESAFIO & AÇÃO,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
93,RUGRATS DESAFIO & AÇÃO,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
93,RUGRATS DESAFIO & AÇÃO,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
93,RUGRATS DESAFIO & AÇÃO,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
95,O NASCIMENTO DE JESUS,BRIGHTER & CHILD INC,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
95,O NASCIMENTO DE JESUS,BRIGHTER & CHILD INC,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
95,O NASCIMENTO DE JESUS,BRIGHTER & CHILD INC,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
95,O NASCIMENTO DE JESUS,BRIGHTER & CHILD INC,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
97,RAYMAN CENTRO DE ATIVIDADES,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
97,RAYMAN CENTRO DE ATIVIDADES,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
97,RAYMAN CENTRO DE ATIVIDADES,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
97,RAYMAN CENTRO DE ATIVIDADES,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
99,REVISTA DIVERTIRE 5  NANICO E MACACO TRAVESSO,MARK-SHEVET,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
99,REVISTA DIVERTIRE 5  NANICO E MACACO TRAVESSO,MARK-SHEVET,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
101,REVISTA DIVERTIRE 2 MEUS AMIGOS URSOS,FUTURARTE EDITORA LTDA.,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
101,REVISTA DIVERTIRE 2 MEUS AMIGOS URSOS,FUTURARTE EDITORA LTDA.,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
103,AS GRANDES BATALHAS DA HISTORIA,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
105,STAR WARS STARFIGHTER,LUCASARTS ENTERTAINMENT COMPANY - LLC,Estados Unidos da America,2002,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Criaturas frequentemente,Comum,Sinopse e Video     ,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
105,STAR WARS STARFIGHTER,LUCASARTS ENTERTAINMENT COMPANY - LLC,Estados Unidos da America,2002,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Objetos frequentemente,Comum,Sinopse e Video     ,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
105,STAR WARS STARFIGHTER,LUCASARTS ENTERTAINMENT COMPANY - LLC,Estados Unidos da America,2002,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Tensão,Comum,Sinopse e Video     ,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
105,STAR WARS STARFIGHTER,LUCASARTS ENTERTAINMENT COMPANY - LLC,Estados Unidos da America,2002,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Violencia Animada,Comum,Sinopse e Video     ,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
107,STAR TREK ARMADA II,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Estrategia,Programa não recomendado para menores de 14 anos: inadequado para antes das vinte e uma horas,Inadequado para menores de 14 anos,Objetos frequentemente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
107,STAR TREK ARMADA II,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Estrategia,Programa não recomendado para menores de 14 anos: inadequado para antes das vinte e uma horas,Inadequado para menores de 14 anos,Violencia Animada,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Alcool ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Criaturas frequentemente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Humano (Militar) frequentemente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Humanos frequentemente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Não Humano frequentemente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Objetos frequentemente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Sangue Realista,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Tabaco ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Uso de Alcool,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Uso de derivados de tabaco,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Uso de Drogas,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
109,RETURN TO CASTLE WOLFESNTEIN,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Violencia Realista,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 14 anos,Criaturas ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 14 anos,Objetos ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 14 anos,Violencia Animada Leve,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,livre,livre,Criaturas ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,livre,livre,Objetos ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,livre,livre,Violencia Animada Leve,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 14 anos,Criaturas ocasionalmente,Por Recurso,Execução do Software,Electronic Arts Ltda.,,null,20/02/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 14 anos,Objetos ocasionalmente,Por Recurso,Execução do Software,Electronic Arts Ltda.,,null,20/02/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 14 anos,Violencia Animada Leve,Por Recurso,Execução do Software,Electronic Arts Ltda.,,null,20/02/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,livre,livre,Criaturas ocasionalmente,Por Recurso,Execução do Software,Electronic Arts Ltda.,,null,20/02/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,livre,livre,Objetos ocasionalmente,Por Recurso,Execução do Software,Electronic Arts Ltda.,,null,20/02/2002
111,HARRY POTTER E A PEDRA FILOSOFAL,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2001, Geralpubl. DOU de 20.02.02,null,Computador,Ação                                              ,livre,livre,Violencia Animada Leve,Por Recurso,Execução do Software,Electronic Arts Ltda.,,null,20/02/2002
113,THE SIMS - GOZANDO A VIDA (PACOTE DE EXPANSÃO),ELETRONIC ARTS NETHERLAND BV,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Alcool ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
113,THE SIMS - GOZANDO A VIDA (PACOTE DE EXPANSÃO),ELETRONIC ARTS NETHERLAND BV,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Cenas de Insinuação de Sexo,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
113,THE SIMS - GOZANDO A VIDA (PACOTE DE EXPANSÃO),ELETRONIC ARTS NETHERLAND BV,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Cenas de Nudez,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
113,THE SIMS - GOZANDO A VIDA (PACOTE DE EXPANSÃO),ELETRONIC ARTS NETHERLAND BV,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Humanos ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
113,THE SIMS - GOZANDO A VIDA (PACOTE DE EXPANSÃO),ELETRONIC ARTS NETHERLAND BV,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Insinuação de sexo ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
113,THE SIMS - GOZANDO A VIDA (PACOTE DE EXPANSÃO),ELETRONIC ARTS NETHERLAND BV,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Nudez ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
113,THE SIMS - GOZANDO A VIDA (PACOTE DE EXPANSÃO),ELETRONIC ARTS NETHERLAND BV,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Objetos ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
113,THE SIMS - GOZANDO A VIDA (PACOTE DE EXPANSÃO),ELETRONIC ARTS NETHERLAND BV,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Uso de Alcool,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
113,THE SIMS - GOZANDO A VIDA (PACOTE DE EXPANSÃO),ELETRONIC ARTS NETHERLAND BV,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Uso de Drogas,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
113,THE SIMS - GOZANDO A VIDA (PACOTE DE EXPANSÃO),ELETRONIC ARTS NETHERLAND BV,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Violencia Animada Leve,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
116,KIDS GAMES CORRIDA MALUCA,INFOGRAMES ENTERTAINMENT,França,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Infantil                                          ,livre,livre,null,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
118,KIDS GAMES ASTERIX EM UMA MEGA CONFUSÃO,INFOGRAMES ENTERTAINMENT,França,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Infantil                                          ,livre,Inadequado para menores de 12 anos,Objetos ocasionalmente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
118,KIDS GAMES ASTERIX EM UMA MEGA CONFUSÃO,INFOGRAMES ENTERTAINMENT,França,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Infantil                                          ,livre,Inadequado para menores de 12 anos,Violencia Animada Leve,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
120,KIDS GAMES 321 SMURFS RACING,INFOGRAMES ENTERTAINMENT,França,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Infantil                                          ,livre,livre,null,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
122,KIDS GAMES LUCKY LUKE SEGUINDO A PISTA DOS DALTONS,INFOGRAMES ENTERTAINMENT,França,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Infantil                                          ,livre,Inadequado para menores de 12 anos,Humanos ocasionalmente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
122,KIDS GAMES LUCKY LUKE SEGUINDO A PISTA DOS DALTONS,INFOGRAMES ENTERTAINMENT,França,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Infantil                                          ,livre,Inadequado para menores de 12 anos,Objetos frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
122,KIDS GAMES LUCKY LUKE SEGUINDO A PISTA DOS DALTONS,INFOGRAMES ENTERTAINMENT,França,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Infantil                                          ,livre,Inadequado para menores de 12 anos,Violencia Animada Leve,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
123,UNREAL TOURNAMENT - EDIÇÃO JOGO DO ANO,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Criaturas frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
123,UNREAL TOURNAMENT - EDIÇÃO JOGO DO ANO,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Humano (Militar) frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
123,UNREAL TOURNAMENT - EDIÇÃO JOGO DO ANO,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Humanos frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
123,UNREAL TOURNAMENT - EDIÇÃO JOGO DO ANO,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Não Humano frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
123,UNREAL TOURNAMENT - EDIÇÃO JOGO DO ANO,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Objetos frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
123,UNREAL TOURNAMENT - EDIÇÃO JOGO DO ANO,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Sangue Realista,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
123,UNREAL TOURNAMENT - EDIÇÃO JOGO DO ANO,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Violencia Realista,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
124,MONOPOLY TYCOON,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Simulação,livre,livre,null,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Criaturas frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Desvirtuamento de valores eticos,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Humano (Civil) ocasionalmente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Humano (Militar) ocasionalmente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Humanos ocasionalmente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Não Humano frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Não Humano ocasionalmente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
